Type,Roll Speed [rpm],Rolling Torque [Nm],Roll Wear [min],Ambient Temp [K],Mill Process Temp [K],TWF,HDF,PWF,OSF,RNF,Power [W],Temp Diff [K],Probability
H,1227.4492937661573,24.6687696825529,155.28247710843385,303.98156680076596,311.1805745188294,0,1,0,0,0,3170.878991324218,7.199007718063456,0.9821856755076899
H,2409.800477933589,76.0099604377402,141.55250083288678,302.2508884820927,311.4399151568591,0,0,1,0,0,19181.395964645875,9.18902667476641,0.9999265168893787
H,1558.63333709677,70.87439233275167,18.63370215883932,307.6261441756306,307.504223662211,0,1,1,0,0,11568.097152190367,-0.12192051341958177,0.9989907289049362
M,1538.454202970112,51.71239728526962,241.99296366457685,301.3691969021122,300.2568899774313,0,1,0,0,0,8331.205784295298,-1.1123069246809223,0.5290222530357734
M,2626.9391137669995,69.36674505394853,160.46241725064303,299.04125069493705,302.55080029800797,0,0,1,0,0,19082.265813520964,3.509549603070923,0.9998886167031792
M,1213.1924297762164,29.15217478076927,196.85140125228148,296.942030479311,303.8310240561761,0,1,0,0,0,3703.644288228981,6.8889935768651185,0.9933641123405751
M,2636.7103573188338,67.74160560307698,228.12414350484022,301.2897173160259,302.09743172250086,0,0,1,1,0,18704.51833970677,0.8077144064749859,0.9997829823095908
H,1310.9698440672196,31.654115261080616,151.51691247961574,295.816808155967,303.6646243218144,0,0,0,0,0,4345.617520232483,7.847816165847405,0.995733926302824
L,2516.6612583298993,66.68527797947948,11.680335964106835,295.7969388965054,305.1812147010435,0,0,1,0,0,17574.51494872463,9.38427580453805,0.9992758517189047
L,2383.6066437292175,70.57950489681613,16.434742953118548,297.32746913950854,306.29518144707623,0,0,1,0,0,17617.399907589042,8.967712307567695,0.9998631837086644
L,1457.6885274088295,64.09558696915084,67.38686344864277,304.60715388819494,312.88264405415606,0,0,1,0,0,9784.11351514639,8.275490165961116,0.972816799710618
H,1019.3296112393109,52.00067158465996,69.98851077435133,299.71000648602376,301.52204086514377,0,1,0,0,0,5550.756945907863,1.812034379120007,0.9863355307836655
M,1069.7633917859982,70.4748724391033,162.60439298470857,297.4773138961906,308.0872029759626,0,0,0,0,0,7894.9729858123255,10.609889079772017,0.9706978338447926
M,1154.0844994698907,46.79575783293278,278.2135284097067,300.10973535393595,304.2918581085473,1,1,0,1,0,5655.522191850436,4.182122754611328,0.993838908463074
M,1088.739301955625,56.74170837187458,99.5631097373744,305.0248198883876,312.80763045626395,0,1,0,0,0,6469.264768494043,7.782810567876368,0.9968826791097143
L,1065.8819180755663,75.08016323213609,237.6663815612402,308.4898350334019,303.46568393768536,0,1,0,1,0,8380.364739817185,-5.024151095716547,0.9997265297190163
H,1751.541425192972,60.59013262463952,176.88296160989483,295.16650802869,308.2624520414948,0,0,1,0,0,11113.502057417047,13.095944012804807,0.9139017140455769
H,1179.5307406770619,39.80662802312459,106.52709984482865,308.49420358918064,304.2631953495509,0,1,0,0,0,4916.921473273784,-4.231008239629716,0.9844613282912466
H,1199.638493013138,36.587428011367464,152.8730039576541,307.89247719201705,300.580264014044,0,1,0,0,0,4596.326714720246,-7.312213177973035,0.9837003612673535
L,1607.4813952748993,73.79919279495468,141.7583517924022,306.20562405520366,303.0639419064228,0,1,1,0,0,12422.99140484944,-3.1416821487808306,0.9993659724294001
L,1845.6280689378607,65.43477883095298,22.58914349923156,309.01759560129096,308.1034560613717,0,1,1,0,0,12646.823084158174,-0.9141395399192902,0.987364546270143
L,1949.6873050950103,72.16781707154439,120.53061495911011,305.84838758355124,303.886868683706,0,1,1,0,0,14734.559296677204,-1.9615188998452595,0.9994733746866645
M,2588.031542977902,72.84812695917918,258.4220755925464,309.0252502400404,303.84789483616106,0,1,1,1,0,19743.15581560421,-5.177355403879346,0.999972990718132
M,1942.1277379268474,60.23117510541382,229.31491729026845,309.1752847807014,309.81628956399584,0,1,1,1,0,12249.764661996851,0.6410047832944201,0.9872122818838917
H,1065.8368000822022,36.1494272698748,11.082236928634611,303.82843786278437,309.35313001706095,0,1,0,0,0,4034.788273785184,5.524692154276579,0.9864492578172898
M,2740.538891366125,75.22501430508291,107.16458406540981,297.53327504839115,313.0774774693898,0,0,1,0,0,21588.71865173745,15.544202420998658,0.9998710659023485
H,2036.2491120140073,75.3834293604294,253.42482913495172,298.2442947697962,300.51682152412485,0,0,1,1,0,16074.423882551058,2.2725267543286236,0.9998747697880522
M,1237.5535282906108,59.578033362664634,20.139712972741727,304.42116687822494,304.06658852984884,0,1,0,0,0,7721.092829856311,-0.35457834837609425,0.9833720477265221
L,1008.7995557554178,75.81625544908414,105.30396747448759,298.6701521571211,310.13883447849446,0,0,0,0,0,8009.323423057217,11.468682321373365,0.9790425915094713
M,1372.9951618480404,35.87908389002341,3.954008766424253,308.8098620434756,308.12857251828456,0,1,0,0,0,5158.684532562562,-0.6812895251910618,0.9745467163752893
M,2435.5343427510475,79.9811990290115,187.39363690078864,299.23941963448897,304.3703433627214,0,0,1,1,0,20399.08963609646,5.13092372823246,0.9999612102338031
L,2121.3425573803224,60.584085552047924,178.21059319352946,295.6410921165833,300.0849037479041,0,0,1,0,0,13458.540933422653,4.443811631320784,0.9424342460493701
L,1557.3987078144228,66.68986638578741,57.58598346670262,305.0260876433775,314.7384695248513,0,0,1,0,0,10876.477738800313,9.712381881473846,0.9989768299957525
L,1626.90280035764,67.33262799335586,141.37676564813754,296.3510344956783,301.79321902281634,0,0,1,0,0,11471.383264397455,5.4421845271380676,0.9938542052553362
L,1679.740662460642,61.80186962085833,252.29165599710845,303.8461510404427,314.18743172259923,0,0,1,1,0,10871.07437585803,10.341280682156537,0.9995023489355489
M,1668.3800438966075,68.2336735662456,197.4936566255061,298.0475615478966,308.6509301306904,0,0,1,1,0,11921.265433558154,10.603368582793848,0.9993067902493354
H,2342.7394784976686,69.34600247943098,115.96551280854581,296.9574055330383,301.9694800016559,0,0,1,0,0,17012.731380760688,5.012074468617584,0.999782455516127
H,2371.086083103307,64.03394658899143,62.78269000861523,302.3689332091597,309.99593702993576,0,0,1,0,0,15899.6003782796,7.6270038207760535,0.9810516353962163
L,1468.8832280776119,75.06333444211168,204.39407707755882,306.52062421420914,303.9059944071159,0,1,1,1,0,11546.324068817978,-2.6146298070932517,0.9994652271036943
M,1281.601101196369,64.81037980477939,191.9813361306301,296.78714708516014,307.9386427279609,0,0,0,1,0,8698.133248135131,11.15149564280074,0.9677455102940629
L,2533.874142019765,68.55830683934423,189.0611055030814,297.99368223726026,306.9285746476669,0,0,1,1,0,18191.71908268107,8.934892410406633,0.9998237614464
H,1264.6300940311542,77.57784012226911,226.12434739110589,299.42950559901817,314.06523155129577,0,0,1,1,0,10273.769420607137,14.635725952277596,0.9992996966034613
H,2764.042469965726,73.75269324035091,273.03743079590095,307.7223059638872,311.4477126300339,0,0,1,1,0,21347.706039409528,3.7254066661466823,0.9999667271922561
L,2534.528493332925,61.85400890286847,210.26039418203092,299.4360716279582,307.7270045845998,0,0,1,1,0,16416.99433956316,8.290932956641598,0.9983149730585732
L,2372.2987908340647,69.81057254403638,241.64001535616936,303.9477639048244,303.8492730822069,0,1,1,1,0,17342.79958221047,-0.09849082261752073,0.9998019658128605
H,1386.3529803880874,63.407635333955746,278.5469408279205,308.4777349751507,304.5057124885994,1,1,1,1,0,9205.428215303622,-3.9720224865513387,0.9929749184042433
L,1201.2899780469165,27.267770376847253,56.50013602558492,299.76789873685067,308.146450072299,0,1,0,0,0,3430.2525829057186,8.378551335448321,0.8669383894609746
L,1272.5592523340654,75.00708876198485,35.53094281792413,308.1937508440311,300.72595299456157,0,1,1,0,0,9995.60165923691,-7.467797849469548,0.998923313518471
H,1886.0296837279452,63.553677779282566,114.77324374591933,308.8376665581926,307.38266180849973,0,1,1,0,0,12552.141587438166,-1.4550047496928755,0.9754850925342333
M,2499.5558591207073,66.35291979455184,39.43852266981161,296.6001346070082,313.93095882788685,0,0,1,0,0,17368.0676850939,17.33082422087864,0.9936226134037721
H,2723.6903242988556,37.43754706540662,249.23461214361157,295.79238499148715,305.6305505794654,0,0,1,0,0,10678.093804544398,9.838165587978267,0.5609441076391039
M,1206.881457035057,62.2100299586709,199.05716554336104,304.8755888879136,311.79327900448413,0,1,0,0,0,7862.372995369295,6.917690116570554,0.9994839209135775
L,2009.7885941104032,75.02147824665178,167.4551002806659,305.22845555197995,303.14673087442833,0,1,1,1,0,15789.363116247912,-2.0817246775516196,0.9994963588050635
M,1781.633551699178,69.34383138631188,93.06847268365634,296.5651755941581,302.2745461192599,0,0,1,0,0,12937.633206265888,5.709370525101804,0.9967658209403508
L,1371.2579996531176,65.57604351329914,248.8514098266007,298.5864735868495,313.71981455879563,0,0,1,1,0,9416.575707746215,15.133340971946154,0.999715807127165
H,1090.9526232332778,46.45612442491523,120.74244918113499,301.31538007229653,305.5125939490586,0,1,0,0,0,5307.347023182475,4.197213876762078,0.9918350197412893
L,1727.7716056851712,69.16898135737068,249.5271410641771,296.61759866238697,303.6883989498506,0,0,1,1,0,12514.869646495838,7.070800287463612,0.9997978664032617
M,2713.6430558693482,55.48133367033518,269.78921398340935,297.77834021588757,308.48948945565724,0,0,1,1,0,15766.243565339624,10.711149239769668,0.9881653327172278
L,1640.8474399672357,79.85746956268159,68.87000394564552,299.5661505423309,309.17698468482,0,0,1,0,0,13721.840485399305,9.610834142489125,0.9998064878331744
M,2021.7811017848026,76.1748305908474,258.9151430245242,295.2871504327889,308.321303051339,0,0,1,1,0,16127.767269671516,13.034152618550081,0.9999184517778501
M,2666.842243090312,40.12854908282372,271.3249028742692,309.00095330359636,312.85419924794314,1,0,1,0,0,11206.742705042934,3.8532459443467815,0.6498176192489347
M,1148.8774865404012,63.87744775052796,30.443347512367605,302.1043037198592,304.35522543811953,0,1,0,0,0,7685.1065375402595,2.250921718260315,0.9780649350634051
L,2071.582170248169,67.53058456049277,230.9601865047613,306.92056355032526,309.96693964061586,0,0,1,1,0,14649.786365853795,3.0463760902906074,0.9995824659555568
M,1112.8625579387112,58.72673514287904,168.94780146289762,301.15159776793854,308.57127410770397,0,1,0,0,0,6843.937048686576,7.419676339765431,0.9951078970450472
M,2723.651400761195,66.32457784770918,146.77087066922854,296.92590900730056,311.06195446782084,0,0,1,0,0,18917.103238142845,14.136045460520279,0.9972874326472271
L,2311.161293841657,60.904261356123975,81.98206872882251,298.95961438343113,303.99867295991294,0,0,1,0,0,14740.307855745326,5.039058576481807,0.9749931106466689
H,2756.8249064289103,26.667399093358526,246.0890011473938,297.9208790018586,300.8313537694952,0,0,1,0,0,7698.718890119751,2.910474767636572,0.8835749001504591
H,2074.176756667617,68.84255373670885,112.41985409017991,300.87558096664014,313.3841120813794,0,0,1,0,0,14953.103985369746,12.508531114739242,0.9979771246396323
L,1272.9770403946827,41.0555801097815,24.12527394988234,297.3877884633485,304.4772998843836,0,1,0,0,0,5472.94875510717,7.089511421035127,0.9841185502316037
M,1244.3140852200938,30.693853442105954,124.75315077889285,301.7209340649798,305.35517115091443,0,1,0,0,0,3999.540052576454,3.6342370859346147,0.9743364560158841
M,1070.1246398577662,42.474599636406595,166.08949042867923,301.3862374968282,302.01062815098356,0,1,0,0,0,4759.839139142958,0.624390654155377,0.9715239671653755
L,2730.4629960097673,69.34675409854465,71.75636372988211,305.8978937251553,304.59912270050984,0,0,1,0,0,19828.554309089825,-1.2987710246454753,0.9996439786671998
M,2131.163643273604,63.682281911806115,74.69261055441412,297.60651667976913,313.25976537645016,0,0,1,0,0,14212.28911635488,15.653248696681032,0.9605276701022466
H,2371.036582586875,78.62398880679893,196.71361847310897,297.70089983503794,305.0730549334193,0,0,1,1,0,19521.893791907234,7.37215509838137,0.999927295841738
H,1922.5575896013409,77.10256116504287,273.2322422718822,303.02128195069065,302.27469484486767,1,1,1,1,0,15523.04013370219,-0.7465871058229823,0.9998488876459366
M,1142.8867035390447,78.04683569038002,175.2946115993779,308.52376405334405,306.68608128238094,0,1,1,1,0,9340.865053782733,-1.837682770963113,0.9989347045995727
L,2623.516830857854,72.88602788429034,137.2809914703778,295.17429224666546,303.55379856868046,0,0,1,0,0,20024.272906015696,8.379506322015004,0.9998885808302653
M,1031.642872323552,78.20347013092115,19.7077858799277,308.73043028723043,308.1676229370084,0,1,1,0,0,8448.585906727536,-0.5628073502220445,0.9984309558858353
M,1059.507055148369,24.41753568447372,199.56671326718384,307.5393177819757,310.262413635106,0,1,0,0,0,2709.1577997779,2.723095853130303,0.9739109991855529
L,1061.4214923983513,68.87863988612177,235.683036334224,304.1402797237398,314.77420193155007,0,0,0,1,0,7655.984719670632,10.633922207810258,0.9984885755164955
L,1696.4627262003032,42.011214945307884,264.1004587250429,306.6392943445863,314.9958479007454,0,0,0,1,0,7463.425143294973,8.3565535561591,0.5666021435697317
M,1654.8149658533498,68.95568053058572,1.0842837733546284,305.92886874449914,306.4471608585586,0,1,1,0,0,11949.455240055991,0.5182921140594772,0.9971826087380102
L,1604.5106383846141,71.58009346873216,248.69606558306677,307.80794159811353,301.2513893220867,0,1,1,1,0,12027.170843282294,-6.556552276026821,0.999910520670594
M,1505.8177645001897,64.27277857053204,235.4893534335759,304.2331029271333,311.9953792115911,0,0,1,1,0,10135.101667290779,7.762276284457812,0.9991518536335222
M,1812.1012755999468,65.67531976297965,181.39515042516027,296.0409970284567,307.0760613935038,0,0,1,0,0,12462.732689491335,11.035064365047106,0.9977142980929125
H,1094.8548149521669,52.40953558888373,137.95381038032656,301.35423212921023,303.5003125416499,0,1,0,0,0,6008.906716327461,2.1460804124396873,0.9925450403419137
H,1863.4911958562122,77.26298452992981,10.026293498580742,305.0408015572717,310.478328117854,0,0,1,0,0,15077.434253693078,5.437526560582285,0.9990703059412811
M,2263.191582154259,60.58687814170684,97.56437072456396,298.2789094321962,309.811693763629,0,0,1,0,0,14359.142725478581,11.532784331432822,0.8618645637878632
H,1299.9069615747617,72.74625108125095,240.03524518152247,306.0841945420879,301.81636168082207,0,1,1,1,0,9902.651714937434,-4.267832861265845,0.9998388038271352
H,1343.5907495430847,37.48633195305375,268.40127089924283,300.5635754573252,303.22326290682776,1,1,0,0,0,5274.345434283612,2.6596874495025418,0.9137085241316666
H,1408.579770974296,63.32910449635152,14.566908548829405,298.9701510567704,305.86748678590635,0,1,1,0,0,9341.431037213846,6.897335729135932,0.6912979812412214
H,2691.0546704010158,74.0715889823754,277.8131595916883,297.8376211674498,314.1471081507801,0,0,1,1,0,20873.861617978266,16.309486983330316,0.999965835285362
M,1746.8200463256135,59.288893049345226,226.09647448068122,306.5586775716073,312.3419328097915,0,0,1,1,0,10845.513695758777,5.783255238184211,0.9741179661330231
M,2384.130705942627,72.44610443487672,132.7181546332426,305.5492136938877,307.1513147942978,0,0,1,0,0,18087.298950493754,1.6021011004100956,0.999963678573628
M,1232.849161527054,78.12129516827866,259.6533960870982,297.01437222443315,311.14688333706647,0,0,1,1,0,10085.74530942151,14.132511112633324,0.9997108671098235
M,1603.8673825066385,71.87865443789764,4.438582661440709,302.67535206749255,304.3667643701242,0,1,1,0,0,12072.494378936308,1.6914123026316474,0.9993505839979436
M,1584.1460564354652,63.74519017940943,104.70213734803332,300.3212154932983,314.7348122516178,0,0,1,0,0,10574.778020051172,14.4135967583195,0.9853377231341199
M,2551.057672694371,60.753591002908934,211.3657718658987,302.80949149991284,304.258449322059,0,0,1,0,0,16230.08701047364,1.4489578221461556,0.9936626971595414
H,1050.270296540122,44.14087255287835,38.29536732517624,305.8515619002419,311.4573422497701,0,1,0,0,0,4854.791857232621,5.605780349528175,0.9920961752144503
L,1105.8247529351365,72.66410619908436,225.9992001572154,299.36480227564437,301.75147699087637,0,1,0,1,0,8414.626833012142,2.3866747152320045,0.9996624688839701
M,2203.972131298083,77.98368630108644,88.57637683875055,296.36740330419,309.5554634870001,0,0,1,0,0,17998.589714369034,13.18806018281009,0.9996778782677787
M,2712.580107469201,64.06404999678173,63.66194740787598,295.81941768855813,307.56672597326155,0,0,1,0,0,18198.080462680875,11.747308284703422,0.9655143065949042
H,1137.8903410016896,73.9539210620552,63.92870393979921,299.8730859039106,300.98797020858325,0,1,1,0,0,8812.319494126064,1.114884304672671,0.997757962004291
H,2722.7340000414843,70.90926878993312,197.15584812881755,309.3633687671665,311.0088543445125,0,0,1,1,0,20217.9370305991,1.645485577345994,0.9999368272314304
M,1675.1983225915278,65.4476704640983,4.893627734238115,301.8783717386761,309.53463439414304,0,0,1,0,0,11481.246476866274,7.656262655466946,0.986677038055611
L,1148.7700825256102,28.680694202222636,196.3702109582249,305.14646931712497,302.8889528536194,0,1,0,0,0,3450.256587020291,-2.257516463505567,0.9914605750919374
L,1807.1315633622512,65.23702823729491,265.9958600028087,307.8479052570694,301.9324911905409,1,1,1,1,0,12345.61014749631,-5.915414066528513,0.9990405099675733
H,1639.721679308268,60.42361489179735,260.690660344802,302.189481943539,302.56251982388375,1,1,1,1,0,10375.414607035576,0.3730378803447252,0.99374840298111
L,1146.5484760848612,53.69436759465562,271.8403735407265,307.31460728365363,308.1859761769276,1,1,0,1,0,6446.882740387821,0.8713688932739956,0.9991352168164114
L,2279.0495669327056,78.75054009732703,200.0237101724515,297.4327136184768,312.2639477366601,0,0,1,1,0,18794.723014132313,14.831234118183318,0.999961190985289
H,1159.5094593887397,77.01564503986103,43.52527745584335,295.7253549211195,313.8741722411227,0,0,1,0,0,9351.512767978425,18.148817320003218,0.9709963608932198
H,2610.5651827756865,79.6984070239736,217.8505691862671,296.9682543225937,307.41237588921365,0,0,1,1,0,21787.770924938537,10.44412156661997,0.9999330657000947
H,2203.043165571865,75.28591157788452,145.16267120416404,298.8936412696358,307.51719527230915,0,0,1,0,0,17368.620974356676,8.623554002673359,0.9997478483509115
L,1611.0359068352936,60.408879585177786,245.26804934005375,306.54100511662705,314.19567474345854,0,0,1,1,0,10191.418104140434,7.654669626831492,0.9996798837927426
L,1544.8392110793436,71.15109240730678,120.75132419554332,297.7661546214711,310.46822940950204,0,0,1,0,0,11510.481057702336,12.702074788030927,0.9999234803785413
M,2785.3410622614538,59.82254399354205,204.90616206777574,305.20347294944224,303.2035619979833,0,0,1,0,0,17449.05362840304,-1.9999109514589577,0.9922720521533683
L,1029.393911818483,44.372099981686475,225.6521590196873,298.68069278813925,300.0245309875806,0,1,0,0,0,4783.218236727522,1.3438381994413362,0.9900414928544903
H,1461.6422492817346,62.42399377387065,154.18723990119386,306.07698172281994,304.31617770452556,0,1,1,0,0,9554.792423894623,-1.7608040182943796,0.9551736144873302
H,2581.2926283516504,20.432067681304055,246.77790828674472,303.77654148619035,303.6896520701449,1,0,1,0,0,5523.03986114961,-0.08688941604543743,0.8147791646349052
L,1608.7084233394457,60.59391069747618,148.5809822104524,309.06815027420373,311.9051409078061,0,1,1,0,0,10207.865434819783,2.8369906336023973,0.9691643654343406
H,1037.0647829320812,75.32370643683467,246.97945310217952,307.3992434190574,305.40189164277655,0,1,0,1,0,8180.24265620329,-1.9973517762808797,0.9996313770726372
M,1720.642270384914,77.549463527895,151.33277499855075,297.05579315459244,308.614263291769,0,0,1,1,0,13973.268480758048,11.558470137176585,0.9998017902322909
M,1348.5585777762426,79.25293080602928,237.44294207058462,307.06996453482435,313.76806260388986,0,1,1,1,0,11192.156269867091,6.698098069065509,0.9999117559086883
M,1887.4664543507033,69.88601845416915,139.99597719320735,297.90856925109694,313.85653141233837,0,0,1,0,0,13813.322717453568,15.947962161241435,0.9987966075956394
M,2315.5273495404526,55.736595817787084,247.69261877563514,296.6983323552194,313.73686944276864,0,0,1,1,0,13515.090963050763,17.03853708754923,0.9935477291887221
H,2764.938674017122,71.35147626181468,129.6869758025608,301.37728304792904,301.05270569150866,0,0,1,0,0,20659.37049895209,-0.3245773564203773,0.9999056656392936
H,2039.9573496805494,66.47090931434431,101.62380806321954,303.58387870049734,301.126709168346,0,1,1,0,0,14199.770504714223,-2.4571695321513403,0.9932943484979357
H,2492.595847776097,72.63211945340719,255.34752984581735,301.98580668707683,300.6368241105775,0,1,1,1,0,18958.72829412186,-1.3489825764993384,0.999949580303469
H,1065.0167156642544,45.58714308496849,201.78455634136162,305.6016168409497,310.28223584704466,0,1,0,0,0,5084.256098875547,4.6806190060949575,0.9982061680516793
M,1976.619972950969,78.87225833699654,209.6576413839038,300.02885787409997,306.58164214676015,0,0,1,1,0,16325.860208086626,6.552784272660176,0.9995819219228028
H,1386.890046088681,62.344183368713495,212.75524951477178,303.6056602661938,303.5588834751937,0,1,0,1,0,9054.544130167964,-0.046776791000127105,0.9483733542198206
H,1647.9729828226236,67.38326706808392,49.6100689051687,308.83122254075226,314.9239524207561,0,1,1,0,0,11628.689362416513,6.092729880003844,0.9983323135444404
L,2139.139056378488,75.03319698677832,177.12772157415034,306.16463852364205,309.9112087478617,0,0,1,1,0,16808.195322244614,3.7465702242196244,0.9997987820312927
L,2346.0295714427057,68.05294099552361,57.93928509261458,301.8238999938446,304.88757189482936,0,0,1,0,0,16718.949984372604,3.0636719009847866,0.9984963824834102
L,1924.0838872743195,73.35286783697828,266.56941518789563,295.00911360486595,301.7530768845968,0,0,1,1,0,14779.839522902395,6.743963279730849,0.9999042558868014
L,2148.6077317553263,72.36922371856176,57.26767991569367,307.7376072132863,311.9259552321922,0,0,1,0,0,16283.196592586271,4.188348018905913,0.9996482102754125
M,2710.3935218458037,78.73834223700015,197.35079923039768,299.56911653361374,310.08226528955714,0,0,1,1,0,22348.441145266006,10.513148755943405,0.999931256780917
H,1262.8162411074313,47.89691286708611,31.90850141446643,306.36490245706614,314.0185161172764,0,1,0,0,0,6333.974332645565,7.653613660210283,0.9991424269885412
H,1334.5270458491755,33.811256247007435,140.24372116653234,297.1173389691034,303.7253934283764,0,1,0,0,0,4725.168551599751,6.608054459272978,0.9925410191398961
M,1518.7339633038646,62.88952986345373,162.27844337700168,298.51732454691086,302.20434953953554,0,1,1,0,0,10002.041939375116,3.6870249926246856,0.9776713186131699
H,2666.0434256053145,32.78725299574099,202.771361815111,297.91186116669684,306.03583554345954,0,0,1,0,0,9153.78839793894,8.123974376762703,0.5139123142141254
M,1353.946144006736,57.111987376557515,182.57721696420725,305.77354966824885,302.5819525794879,0,1,0,0,0,8097.617912753468,-3.1915970887609433,0.9887517675307106
H,2584.8810062883613,79.42434479110669,63.93898406506102,305.39330351946086,309.00767638482597,0,0,1,0,0,21499.225461158407,3.6143728653651124,0.9997601668624211
L,1907.009235559329,52.1117604006991,279.25433015719995,298.2387488721877,303.01879321716405,1,0,1,1,0,10406.798812400893,4.780044344976318,0.9449868933635168
M,2230.337646614446,66.94858984624065,135.52592178895284,298.8725225635946,310.67830862967446,0,0,1,0,0,15636.540239868082,11.805786066079861,0.993813857338187
L,2306.548557669082,63.81323637618634,45.41180998339959,298.9071814855242,314.5203451910772,0,0,1,0,0,15413.525698528774,15.613163705553006,0.9778726814709495
H,1512.5978849385506,72.81840842491204,122.08814156927536,309.69994103996277,306.7343734916013,0,1,1,0,0,11534.354345554975,-2.9655675483614914,0.9994577948504109
M,1056.505708791233,34.66685590693594,95.66083851556299,307.9512679389388,310.86588794346665,0,1,0,0,0,3835.4375993601584,2.914620004527819,0.99013007310888
H,1456.7905772904787,74.38259406810533,194.38602841493946,307.16305357943196,302.91555215206944,0,1,1,1,0,11347.418229445337,-4.247501427362522,0.9986980846791673
L,1320.049024847618,32.293545673770225,14.590413932821846,304.57190779312396,306.62965700904124,0,1,0,0,0,4464.105088138185,2.0577492159172834,0.9927808531183949
H,1254.452057069612,44.54462781875591,143.84156225881569,307.5142355135687,312.84744077333926,0,1,0,0,0,5851.645668164418,5.33320525977058,0.9978236211685985
H,1994.8038975579475,66.75555817208655,198.1062023977999,295.80245376204067,306.86605527151795,0,0,1,1,0,13944.92740201877,11.06360150947728,0.9991997828739863
M,1463.9869006361093,67.53026832854943,67.88348179296004,308.2678032461491,312.1631085271308,0,1,1,0,0,10352.953994476795,3.895305280981745,0.9961219694467471
M,1604.8463030375674,53.529734543161936,253.26704578967494,299.9469141471966,305.7570148369528,0,0,1,1,0,8996.159645360338,5.8101006897562115,0.9505328408950938
M,1878.9240150426465,65.27365788081218,232.97830108303754,304.253284090227,306.0968843315281,0,1,1,1,0,12843.275129603471,1.8436002413010897,0.9993590893135343
H,2799.6525602656657,63.225792611800586,24.006748501458585,305.6492449729798,309.69408343970423,0,0,1,0,0,18536.470259911915,4.044838466724457,0.988772545298794
M,1184.8041174717782,54.52460011185902,60.3717548191979,296.7908246640021,303.7809639342305,0,1,0,0,0,6764.997833875262,6.990139270228383,0.9762669167953174
M,1087.9184331712086,65.79926330493798,170.30198280724102,308.53551938908595,314.29005224071335,0,1,0,0,0,7496.283186671694,5.754532851627403,0.9938732171333111
L,1174.1382403257985,35.068443952833,58.24774560046174,304.8058367666792,309.9493918958911,0,1,0,0,0,4311.856973445143,5.143555129211904,0.9812646799044323
L,2151.374694098734,53.493946321477225,212.65724720162518,299.33761874950375,309.45837872135235,0,0,1,0,0,12051.727723912865,10.1207599718486,0.7982446769170429
H,1644.6937192126418,65.37049731662515,84.59369038726268,297.8561671899246,304.8310387154654,0,0,1,0,0,11258.886494483751,6.974871525540834,0.9807118509355814
H,1353.8336238052898,66.44865230747662,40.799520679152685,303.84165258666843,310.58967831960183,0,1,1,0,0,9420.633126724613,6.7480257329333995,0.9988227692779096
L,2739.537295446741,44.28441112823411,231.43896276241435,296.58087178192653,301.2266436958728,0,0,1,0,0,12704.474597294906,4.645771913946248,0.6449527376499558
H,1482.5617768431234,66.90024904263424,203.51402390703166,300.72496052970337,311.0085383268066,0,0,1,1,0,10386.498230912315,10.283577797103248,0.9994270814224959
L,1030.7225693204864,68.1535037833711,184.47330130030522,309.14106342451436,308.16711068367755,0,1,0,1,0,7356.285763954064,-0.9739527408368076,0.9975704283178517
H,1457.945818584422,79.69829296415526,126.6870692994405,302.06566865335026,311.5618149333732,0,0,1,0,0,12167.994986319243,9.49614628002297,0.9998665387036967
H,1932.5332585842266,73.16254884778618,139.3884159881617,296.41076802889415,306.3945249481264,0,0,1,0,0,14806.227627868115,9.983756919232235,0.9998354152884593
L,1341.3893442470012,71.41895713226457,113.2510288302885,297.5545129343838,309.7978904436902,0,0,1,0,0,10032.218312266326,12.243377509306413,0.9990736685045101
H,2452.999922484547,77.68492180219565,0.1811198180727036,295.6136966729557,307.10850991228745,0,0,1,0,0,19955.512477022145,11.494813239331734,0.9998064257359596
M,2218.252065098215,73.668008924032,51.44087820987047,306.0564850220047,307.5970569594452,0,1,1,0,0,17112.696360830076,1.5405719374404612,0.9994844299465733
M,1686.6342575294839,78.22821748061085,220.67794605240383,309.92868027390705,305.261063310656,0,1,1,1,0,13816.974928647795,-4.667616963251021,0.9994185800473893
M,1122.8993088007019,74.41363543837065,61.07316719659979,309.3795153556223,310.5306698345594,0,1,0,0,0,8750.280091399907,1.1511544789370873,0.9982656240875684
L,1648.198877864851,49.631216160115486,262.1680682727937,297.6043288275569,312.9406964423285,0,0,0,1,0,8566.297428259164,15.336367614771575,0.9645359881183508
L,1553.3934280245871,66.2765861242749,138.34407179226605,307.94275468051535,311.17229725630244,0,1,1,0,0,10781.277175277473,3.229542575787093,0.9973155459971983
H,1762.1231975834062,74.65997187642063,8.410618887090134,305.16113171685186,303.584356778483,0,1,1,0,0,13776.938143689249,-1.5767749383688283,0.9982662361920863
L,2369.3268591997107,64.82999161912501,77.23240109944665,299.1585142467697,300.9977478142778,0,0,1,0,0,16085.31466683121,1.8392335675080744,0.9949041548307596
L,2584.348816086337,20.718211392147953,262.5847078035416,309.84537813092214,304.10130271994154,1,1,1,0,0,5607.018758213967,-5.744075410980599,0.6233325871704044
M,1770.4023721920676,61.58329252118944,14.318597960589926,306.9467502469783,309.64324334515186,0,1,1,0,0,11417.30243589942,2.696493098173562,0.8837524071485114
